alias,timestamp,n_peaks,prediction_score
navarrac+002@hyfe.ai,1630589036,1,0.999996423721313
navarrac+002@hyfe.ai,1630589038,1,0.00013657052477356
navarrac+002@hyfe.ai,1630594522,1,0.000766186218243092
navarrac+002@hyfe.ai,1630594524,2,0.000105441024061292
navarrac+002@hyfe.ai,1630594524,2,0.000105441024061292
navarrac+002@hyfe.ai,1630594526,1,0.000255903723882511
navarrac+002@hyfe.ai,1630594532,1,0.00200816197320819
navarrac+002@hyfe.ai,1630594561,1,0.000577642640564591
navarrac+002@hyfe.ai,1630594653,1,0.999956250190735
navarrac+002@hyfe.ai,1630594677,1,0.99993908405304
navarrac+002@hyfe.ai,1630594690,1,0.999904751777649
navarrac+002@hyfe.ai,1630594698,1,0.527938961982727
navarrac+002@hyfe.ai,1630594717,1,0.999955534934998
navarrac+002@hyfe.ai,1630594747,1,0.000985043006949127
navarrac+002@hyfe.ai,1630594775,1,0.999850630760193
navarrac+002@hyfe.ai,1630594802,1,0.999923706054688
navarrac+002@hyfe.ai,1630594822,1,0.014850995503366
navarrac+002@hyfe.ai,1630594845,1,0.999958038330078
navarrac+002@hyfe.ai,1630594870,1,0.999994993209839
navarrac+002@hyfe.ai,1630594901,1,0.999943614006042
navarrac+002@hyfe.ai,1630594924,1,0.067970409989357
navarrac+002@hyfe.ai,1630594925,1,6.74280818202533e-05
navarrac+002@hyfe.ai,1630594941,1,0.888815641403198
navarrac+002@hyfe.ai,1630594975,1,0.999836802482605
navarrac+002@hyfe.ai,1630594995,1,0.999593913555145
navarrac+002@hyfe.ai,1630595006,1,0.0063140238635242
navarrac+002@hyfe.ai,1630595017,1,0.999882340431213
navarrac+002@hyfe.ai,1630595027,1,0.999760568141937
navarrac+002@hyfe.ai,1630595058,1,0.999957919120789
navarrac+002@hyfe.ai,1630595070,1,0.999748289585114
navarrac+002@hyfe.ai,1630595119,1,0.999939680099487
navarrac+002@hyfe.ai,1630595143,1,0.999586641788483
navarrac+002@hyfe.ai,1630595189,1,0.99995493888855
navarrac+002@hyfe.ai,1630595265,1,0.000718871888238937
navarrac+002@hyfe.ai,1630666627,1,0.000605412642471492
navarrac+002@hyfe.ai,1630666629,1,4.65895936940797e-05
navarrac+002@hyfe.ai,1630666648,1,1.22819064927171e-05
navarrac+002@hyfe.ai,1630667371,1,0.00101968157105148
navarrac+002@hyfe.ai,1630671258,1,5.54819825993036e-06
navarrac+002@hyfe.ai,1630671266,1,4.13443085562903e-05
navarrac+002@hyfe.ai,1630671276,1,0.0223655588924885
navarrac+002@hyfe.ai,1630671279,1,0.00203277869150043
navarrac+002@hyfe.ai,1630671376,1,2.1371981347329e-05
navarrac+002@hyfe.ai,1630671424,1,0.00199434231035411
navarrac+002@hyfe.ai,1630914898,1,0.999777257442474
navarrac+002@hyfe.ai,1630914920,1,0.106309697031975
navarrac+002@hyfe.ai,1630914966,1,0.999343693256378
navarrac+002@hyfe.ai,1630914993,1,0.999996185302734
navarrac+002@hyfe.ai,1630915010,1,0.998158752918243
navarrac+002@hyfe.ai,1630915012,1,0.0125856595113873
navarrac+002@hyfe.ai,1630915038,1,0.999998807907104
navarrac+002@hyfe.ai,1630915061,1,0.999979734420776
navarrac+002@hyfe.ai,1630915090,1,0.999826610088348
navarrac+002@hyfe.ai,1630915113,1,0.027421947568655
navarrac+002@hyfe.ai,1630915130,1,0.9999098777771
navarrac+002@hyfe.ai,1630915183,1,0.985006630420685
navarrac+002@hyfe.ai,1630915204,1,0.990218460559845
navarrac+002@hyfe.ai,1630915217,1,0.00464057736098766
navarrac+002@hyfe.ai,1630915311,1,0.999150514602661
navarrac+002@hyfe.ai,1630915323,1,0.999990224838257
navarrac+002@hyfe.ai,1630915369,1,0.999876976013184
navarrac+002@hyfe.ai,1630915379,1,0.999982118606567
navarrac+002@hyfe.ai,1630915410,1,0.00734266312792897
navarrac+002@hyfe.ai,1630915420,1,0.999657511711121
navarrac+002@hyfe.ai,1630915432,1,0.999991893768311
navarrac+002@hyfe.ai,1630915442,1,0.999936103820801
navarrac+002@hyfe.ai,1630915453,1,0.999979019165039
navarrac+002@hyfe.ai,1630915497,1,0.999898195266724
navarrac+002@hyfe.ai,1630915501,1,4.09035492339171e-05
navarrac+002@hyfe.ai,1630915502,1,0.0100659392774105
navarrac+002@hyfe.ai,1630915516,1,0.448311567306519
navarrac+002@hyfe.ai,1630915520,2,0.37325844168663
navarrac+002@hyfe.ai,1630915520,2,0.37325844168663
navarrac+002@hyfe.ai,1630921276,1,0.867940604686737
navarrac+002@hyfe.ai,1630921298,1,0.987517774105072
navarrac+002@hyfe.ai,1630921317,1,0.0533430613577366
navarrac+002@hyfe.ai,1630921358,1,0.957775413990021
navarrac+002@hyfe.ai,1630921380,1,0.999066412448883
navarrac+002@hyfe.ai,1630921410,1,0.00117404758930206
navarrac+002@hyfe.ai,1630921500,1,0.000484361517010257
navarrac+002@hyfe.ai,1630921522,1,0.997601807117462
navarrac+002@hyfe.ai,1630921573,1,0.947598576545715
navarrac+002@hyfe.ai,1630921596,1,0.0409011989831924
navarrac+002@hyfe.ai,1630921645,1,0.972832024097443
navarrac+002@hyfe.ai,1630921702,1,0.999193489551544
navarrac+002@hyfe.ai,1630921732,1,0.999844312667847
navarrac+002@hyfe.ai,1630921773,1,8.06455354904756e-05
navarrac+002@hyfe.ai,1630923384,1,3.58959391633107e-06
navarrac+002@hyfe.ai,1630923386,1,9.20639213290997e-05
navarrac+002@hyfe.ai,1630923428,1,0.989685595035553
navarrac+002@hyfe.ai,1630923485,1,0.99953293800354
navarrac+002@hyfe.ai,1630923504,1,0.999911069869995
navarrac+002@hyfe.ai,1630923505,1,0.851965844631195
navarrac+002@hyfe.ai,1630923514,2,0.998698592185974
navarrac+002@hyfe.ai,1630923514,2,0.998698592185974
navarrac+002@hyfe.ai,1630923523,1,0.000150085063069128
navarrac+002@hyfe.ai,1630923547,1,0.975933253765106
navarrac+002@hyfe.ai,1630923581,1,0.000599123712163419
navarrac+002@hyfe.ai,1630923618,1,0.999858260154724
navarrac+002@hyfe.ai,1630923620,1,6.54893210594309e-06
navarrac+002@hyfe.ai,1630923673,1,0.00264996755868196
navarrac+002@hyfe.ai,1630923674,1,0.000211974867852405
navarrac+002@hyfe.ai,1630923689,1,9.88855099421926e-05
navarrac+002@hyfe.ai,1630923700,1,0.995378136634827
navarrac+002@hyfe.ai,1630923730,1,0.996566116809845
navarrac+002@hyfe.ai,1630923752,1,1.03819602372823e-05
navarrac+002@hyfe.ai,1630923777,1,1.09223610706977e-05
navarrac+002@hyfe.ai,1630923778,1,0.998720169067383
navarrac+002@hyfe.ai,1630923800,1,3.5093385122309e-06
navarrac+002@hyfe.ai,1630923837,1,0.00152230833191425
navarrac+002@hyfe.ai,1630923860,1,0.997864425182343
navarrac+002@hyfe.ai,1630923872,1,0.000182136354851536
navarrac+002@hyfe.ai,1630923896,1,0.00566456327214837
navarrac+002@hyfe.ai,1630923907,2,0.999612271785736
navarrac+002@hyfe.ai,1630923907,2,0.999612271785736
navarrac+002@hyfe.ai,1630923979,1,0.00030800694366917
navarrac+002@hyfe.ai,1630924031,1,0.998985350131989
navarrac+002@hyfe.ai,1630924058,1,7.23456178093329e-05
navarrac+002@hyfe.ai,1630924068,1,0.999043405056
navarrac+002@hyfe.ai,1630924100,1,0.995854616165161
navarrac+002@hyfe.ai,1630924442,1,0.00081925344420597
navarrac+002@hyfe.ai,1630924480,1,0.277094304561615
navarrac+002@hyfe.ai,1630924502,1,0.983574748039246
navarrac+002@hyfe.ai,1630924503,1,0.886471211910248
navarrac+002@hyfe.ai,1630924530,2,0.999922275543213
navarrac+002@hyfe.ai,1630924530,2,0.999922275543213
navarrac+002@hyfe.ai,1630924531,1,0.998639404773712
navarrac+002@hyfe.ai,1630924551,1,0.000439004303188995
navarrac+002@hyfe.ai,1630924589,1,0.999392509460449
navarrac+002@hyfe.ai,1630924591,1,0.999987602233887
navarrac+002@hyfe.ai,1630924611,1,0.999797523021698
navarrac+002@hyfe.ai,1630924613,1,0.999656438827515
navarrac+002@hyfe.ai,1630924620,1,0.999698638916016
navarrac+002@hyfe.ai,1630924621,1,0.992587745189667
navarrac+002@hyfe.ai,1630924627,1,0.999333918094635
navarrac+002@hyfe.ai,1630924629,1,0.987922370433807
navarrac+002@hyfe.ai,1630924639,1,0.00297588692046702
navarrac+002@hyfe.ai,1630924649,2,0.999109208583832
navarrac+002@hyfe.ai,1630924649,2,0.999109208583832
navarrac+002@hyfe.ai,1630924677,1,0.996677279472351
navarrac+002@hyfe.ai,1630924678,1,0.999777734279633
navarrac+002@hyfe.ai,1630924679,1,0.999984383583069
navarrac+002@hyfe.ai,1630924707,1,0.997472107410431
navarrac+002@hyfe.ai,1630924708,2,0.999992370605469
navarrac+002@hyfe.ai,1630924708,2,0.999992370605469
navarrac+002@hyfe.ai,1630924709,1,0.980350613594055
navarrac+002@hyfe.ai,1630924805,1,0.996469378471375
navarrac+002@hyfe.ai,1630924807,1,0.86607414484024
navarrac+002@hyfe.ai,1630924877,1,0.569569110870361
navarrac+002@hyfe.ai,1630924933,1,0.868279933929443
navarrac+002@hyfe.ai,1630924951,1,0.842123031616211
navarrac+002@hyfe.ai,1630925025,1,0.000148988561704755
navarrac+002@hyfe.ai,1630925046,1,0.906923532485962
navarrac+002@hyfe.ai,1630925060,2,0.00013079286145512
navarrac+002@hyfe.ai,1630925060,2,0.00013079286145512
navarrac+002@hyfe.ai,1630925061,2,8.73270982992835e-06
navarrac+002@hyfe.ai,1630925061,2,8.73270982992835e-06
navarrac+002@hyfe.ai,1630925062,1,0.000325624219840392
navarrac+002@hyfe.ai,1630925063,1,0.000240897934418172
navarrac+002@hyfe.ai,1631001406,2,0.000819992274045944
navarrac+002@hyfe.ai,1631001406,2,0.000819992274045944
navarrac+002@hyfe.ai,1631001472,1,0.000194409745745361
navarrac+002@hyfe.ai,1631001491,2,0.999924421310425
navarrac+002@hyfe.ai,1631001491,2,0.999924421310425
navarrac+002@hyfe.ai,1631001502,2,0.999988555908203
navarrac+002@hyfe.ai,1631001502,2,0.999988555908203
navarrac+002@hyfe.ai,1631001512,1,0.00631423899903893
navarrac+002@hyfe.ai,1631001541,1,0.999693512916565
navarrac+002@hyfe.ai,1631001553,1,0.213891789317131
navarrac+002@hyfe.ai,1631001577,2,0.999909996986389
navarrac+002@hyfe.ai,1631001577,2,0.999909996986389
navarrac+002@hyfe.ai,1631001587,1,0.996894836425781
navarrac+002@hyfe.ai,1631001605,1,0.557766258716583
navarrac+002@hyfe.ai,1631001616,1,0.0211242660880089
navarrac+002@hyfe.ai,1631001627,1,0.999876618385315
navarrac+002@hyfe.ai,1631001628,1,0.999795496463776
navarrac+002@hyfe.ai,1631001648,1,0.0166882798075676
navarrac+002@hyfe.ai,1631001679,1,0.999891400337219
navarrac+002@hyfe.ai,1631001680,1,0.996507704257965
navarrac+002@hyfe.ai,1631001701,2,0.9999920129776
navarrac+002@hyfe.ai,1631001701,2,0.9999920129776
navarrac+002@hyfe.ai,1631001713,2,0.999994874000549
navarrac+002@hyfe.ai,1631001713,2,0.999994874000549
navarrac+002@hyfe.ai,1631001723,1,0.0295457020401955
navarrac+002@hyfe.ai,1631001744,2,0.999608933925629
navarrac+002@hyfe.ai,1631001744,2,0.999608933925629
navarrac+002@hyfe.ai,1631001757,1,0.0788742676377296
navarrac+002@hyfe.ai,1631001782,1,0.000255356979323551
navarrac+002@hyfe.ai,1631001789,1,0.911886215209961
navarrac+002@hyfe.ai,1631001790,1,0.999732792377472
navarrac+002@hyfe.ai,1631001824,2,0.999343693256378
navarrac+002@hyfe.ai,1631001824,2,0.999343693256378
navarrac+002@hyfe.ai,1631001837,1,0.00211412343196571
navarrac+002@hyfe.ai,1631001842,1,0.0984238907694817
navarrac+002@hyfe.ai,1631001871,1,0.999963641166687
navarrac+002@hyfe.ai,1631001872,1,0.983340322971344
navarrac+002@hyfe.ai,1631001899,2,0.998354613780975
navarrac+002@hyfe.ai,1631001899,2,0.998354613780975
navarrac+002@hyfe.ai,1631001936,1,0.961911737918854
navarrac+002@hyfe.ai,1631001937,1,0.976230502128601
navarrac+002@hyfe.ai,1631001964,1,0.00114578555803746
navarrac+002@hyfe.ai,1631001999,2,0.850372195243835
navarrac+002@hyfe.ai,1631001999,2,0.850372195243835
navarrac+002@hyfe.ai,1631002008,2,0.998463749885559
navarrac+002@hyfe.ai,1631002008,2,0.998463749885559
navarrac+002@hyfe.ai,1631002043,1,0.00959840323776007
navarrac+002@hyfe.ai,1631002052,1,0.996050179004669
navarrac+002@hyfe.ai,1631002053,1,0.962873637676239
navarrac+002@hyfe.ai,1631002089,1,0.466636300086975
navarrac+002@hyfe.ai,1631002090,1,0.0751593708992004
navarrac+002@hyfe.ai,1631002101,1,0.994785368442535
navarrac+002@hyfe.ai,1631002102,1,0.982685685157776
navarrac+002@hyfe.ai,1631002110,1,0.00378918182104826
navarrac+002@hyfe.ai,1631002127,1,0.00873617921024561
navarrac+002@hyfe.ai,1631012941,1,0.000141431301017292
navarrac+002@hyfe.ai,1631013007,1,4.53093747410094e-07
navarrac+002@hyfe.ai,1631013022,2,0.999990820884705
navarrac+002@hyfe.ai,1631013022,2,0.999990820884705
navarrac+002@hyfe.ai,1631013149,1,0.999757468700409
navarrac+002@hyfe.ai,1631013159,1,0.974293291568756
navarrac+002@hyfe.ai,1631013176,1,0.999916911125183
navarrac+002@hyfe.ai,1631013229,1,0.999996304512024
navarrac+002@hyfe.ai,1631013258,1,0.999854803085327
navarrac+002@hyfe.ai,1631013288,1,0.999618887901306
navarrac+002@hyfe.ai,1631013318,1,0.999866604804993
navarrac+002@hyfe.ai,1631013358,1,0.999567806720734
navarrac+002@hyfe.ai,1631013411,1,0.999745309352875
navarrac+002@hyfe.ai,1631013466,1,0.537002742290497
navarrac+002@hyfe.ai,1631013475,1,0.997838914394379
navarrac+002@hyfe.ai,1631013487,1,0.000775947992224246
navarrac+002@hyfe.ai,1631013498,1,0.981561720371246
navarrac+002@hyfe.ai,1631013538,1,0.999740421772003
navarrac+002@hyfe.ai,1631013558,1,0.991997182369232
navarrac+002@hyfe.ai,1631013604,1,0.0372748486697674
navarrac+002@hyfe.ai,1631013607,1,0.00206384412012994
navarrac+002@hyfe.ai,1631180671,1,4.91484024678357e-05
navarrac+002@hyfe.ai,1631180702,1,7.4475996370893e-05
navarrac+002@hyfe.ai,1631180764,1,0.999845027923584
navarrac+002@hyfe.ai,1631180827,2,0.0037248928565532
navarrac+002@hyfe.ai,1631180827,2,0.0037248928565532
navarrac+002@hyfe.ai,1631180835,1,9.58940177042678e-07
navarrac+002@hyfe.ai,1631181045,1,0.99987268447876
navarrac+002@hyfe.ai,1631181066,1,0.999854922294617
navarrac+002@hyfe.ai,1631181079,1,0.999984264373779
navarrac+002@hyfe.ai,1631181092,1,0.401090979576111
navarrac+002@hyfe.ai,1631181115,1,0.999330759048462
navarrac+002@hyfe.ai,1631181151,1,0.047708585858345
navarrac+002@hyfe.ai,1631181228,1,0.185720339417458
navarrac+002@hyfe.ai,1631181356,1,0.118119239807129
navarrac+002@hyfe.ai,1631181377,1,0.999845504760742
navarrac+002@hyfe.ai,1631181389,1,0.0859470590949059
navarrac+002@hyfe.ai,1631181402,1,0.999962449073792
navarrac+002@hyfe.ai,1631181413,1,0.374110609292984
navarrac+002@hyfe.ai,1631181424,1,0.999892354011536
navarrac+002@hyfe.ai,1631181436,1,0.999895930290222
navarrac+002@hyfe.ai,1631181467,1,0.999050676822662
navarrac+002@hyfe.ai,1631181477,1,0.999984264373779
navarrac+002@hyfe.ai,1631181530,1,0.999982118606567
navarrac+002@hyfe.ai,1631181550,1,0.999232292175293
navarrac+002@hyfe.ai,1631181585,1,0.130462095141411
navarrac+002@hyfe.ai,1631181597,1,0.999608218669891
navarrac+002@hyfe.ai,1631181824,1,0.00556022766977549
navarrac+002@hyfe.ai,1631181927,1,5.52712881471962e-05
navarrac+002@hyfe.ai,1631181942,1,0.00243426160886884
navarrac+002@hyfe.ai,1631181985,1,0.002479876158759
navarrac+002@hyfe.ai,1631182075,1,0.00145345786586404
navarrac+002@hyfe.ai,1631182079,2,0.0845237001776695
navarrac+002@hyfe.ai,1631182079,2,0.0845237001776695
navarrac+002@hyfe.ai,1631182114,1,0.0276944767683744
navarrac+002@hyfe.ai,1631186832,1,0.0205165557563305
navarrac+002@hyfe.ai,1631186867,1,0.989368379116058
navarrac+002@hyfe.ai,1631186895,1,0.878264963626862
navarrac+002@hyfe.ai,1631186906,1,0.95502495765686
navarrac+002@hyfe.ai,1631186937,1,0.0112927686423063
navarrac+002@hyfe.ai,1631186946,1,0.592795133590698
navarrac+002@hyfe.ai,1631186967,1,0.032386802136898
navarrac+002@hyfe.ai,1631186997,1,0.99803239107132
navarrac+002@hyfe.ai,1631187028,1,0.9920933842659
navarrac+002@hyfe.ai,1631187039,1,0.00113246915861964
navarrac+002@hyfe.ai,1631187062,1,0.444404929876328
navarrac+002@hyfe.ai,1631187107,1,0.713709771633148
navarrac+002@hyfe.ai,1631187156,1,0.953839659690857
